year,investment,country,industry
2018,808.3,ARGENTINA,02 SILVICULTURA Y EXPLOTACIÓN FORESTAL
2018,0,ARGENTINA,06 EXTRACCIÓN DE CRUDO DE PETRÓLEO Y GAS NATURAL
2018,6376.25,ARGENTINA,08 OTRAS INDUSTRIAS EXTRACTIVAS
2018,0,ARGENTINA,10 INDUSTRIA DE LA ALIMENTACIÓN
2018,0,ARGENTINA,11 FABRICACIÓN DE BEBIDAS
2018,0,ARGENTINA,14 CONFECCIÓN DE PRENDAS DE VESTIR
2018,11231.63,ARGENTINA,20 INDUSTRIA QUÍMICA
2018,722.75,ARGENTINA,21 FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS
2018,40,ARGENTINA,22 FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICOS
2018,0,ARGENTINA,23 FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICO
2018,0,ARGENTINA,"24 METALURGIA; FABRICACION PRODUCTOS HIERRO, ACERO"
2018,0,ARGENTINA,"25 FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUINAR"
2018,0,ARGENTINA,27 FABRICACIÓN DE MATERIAL Y EQUIPO ELÉCTRICO
2018,0,ARGENTINA,28 FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.O.P.
2018,78971.5,ARGENTINA,"29 FABRICACIÓN DE VEHÍCULOS DE MOTOR, REMOLQUES"
2018,0,ARGENTINA,33 REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO
2018,0,ARGENTINA,"35 SUMINISTRO DE ENERGÍA ELÉCTRICA, GAS, VAPOR Y AIRE"
2018,0,ARGENTINA,"38 RECOGIDA, TRATAMIENTO Y ELIMINACIÓN DE RESIDUOS"
2018,0,ARGENTINA,39 ACTIVID. DE DESCONTAMINACIÓN Y OTROS SERVICIOS
2018,246.41,ARGENTINA,41 CONSTRUCCIÓN DE EDIFICIOS
2018,2341.66,ARGENTINA,42 INGENIERÍA CIVIL
2018,1.94,ARGENTINA,43 ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA
2018,0,ARGENTINA,45 VENTA Y REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICL.
2018,34186.630000000005,ARGENTINA,"46 COMER.MAYOR E INTERME.COMERCIO,EXCEP.VEHÍCULOS MOTOR"
2018,15000,ARGENTINA,"47 COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR"
2018,0,ARGENTINA,50 TRANSPORTE MARÍTIMO Y POR VÍAS NAVEGABLES INTERIORES
2018,3110,ARGENTINA,52 ALMACENAMIENTO Y ACTIVIDADES ANEXAS AL TRANSPORTE
2018,926.32,ARGENTINA,58 EDICIÓN
2018,0,ARGENTINA,"59 ACTIV. CINEMATOGRÁF, DE VÍDEO Y PROGRA. DE TV, GRAB."
2018,0,ARGENTINA,61 TELECOMUNICACIONES
2018,1829.72,ARGENTINA,"62 PROGRAMACIÓN,CONSULTORÍA,OTRAS ACTIVIDADES RELAC."
2018,0,ARGENTINA,63 SERVICIOS DE INFORMACIÓN
2018,1515909.37,ARGENTINA,"64 SERVICIOS FINANCIEROS,EXCEP.SEGUROS Y FONDOS PENSION"
2018,0,ARGENTINA,"65 SEGUROS,REASEGURO.FONDOS PENSION, EXCEPTO S.SOCIAL"
2018,3350.92,ARGENTINA,66 ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS
2018,0,ARGENTINA,68 ACTIVIDADES INMOBILIARIAS
2018,12.5,ARGENTINA,69 ACTIVIDADES JURÍDICAS Y DE CONTABILIDAD
2018,11.05,ARGENTINA,70 ACTV. SEDES CENTRALES; ACTIV. CONSULTORÍA DE GESTIÓN
2018,1010,ARGENTINA,71 SERVICIOS TECNICOS ARQUITECTURA E INGENIERIA
2018,0,ARGENTINA,72 INVESTIGACIÓN Y DESARROLLO
2018,0.28,ARGENTINA,73 PUBLICIDAD Y ESTUDIOS DE MERCADO
2018,39.92999999999999,ARGENTINA,"74 OTRAS ACTIV. PROFESIONALES, CIENTÍFICAS Y TÉCNICAS"
2018,1681.34,ARGENTINA,"79 ACTIVI. AGENCIAS VIAJE, OPERADOR TURÍST. RESERVAS"
2018,0,ARGENTINA,80 ACTIVIDADES DE SEGURIDAD E INVESTIGACIÓN
2018,6.26,ARGENTINA,82 ACTIVIDADES ADMINISTRATIVAS DE OFICINA
2018,0,ARGENTINA,86 ACTIVIDADES SANITARIAS
2018,0,ARGENTINA,"91 ACTIV. DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y OTRAS"
2018,0,ARGENTINA,92 ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS
2018,0,ARGENTINA,"93 ACTIVIDADES DEPORTIVAS, RECREATIVAS Y DE ENTRETENIM."
2018,688.8800000000001,ARGENTINA,PERSONAS FÍSICAS (SIN SECTOR DE ACTIVIDAD)
2019,190.2,ARGENTINA,02 SILVICULTURA Y EXPLOTACIÓN FORESTAL
2019,0,ARGENTINA,08 OTRAS INDUSTRIAS EXTRACTIVAS
2019,1999.8,ARGENTINA,10 INDUSTRIA DE LA ALIMENTACIÓN
2019,14658.33,ARGENTINA,20 INDUSTRIA QUÍMICA
2019,50530.060000000005,ARGENTINA,21 FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS
2019,389974.19,ARGENTINA,23 FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICO
2019,3759.44,ARGENTINA,"24 METALURGIA; FABRICACION PRODUCTOS HIERRO, ACERO"
2019,0,ARGENTINA,"25 FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUINAR"
2019,455980.59,ARGENTINA,"29 FABRICACIÓN DE VEHÍCULOS DE MOTOR, REMOLQUES"
2019,1576.64,ARGENTINA,43 ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA
2019,424.29999999999995,ARGENTINA,"46 COMER.MAYOR E INTERME.COMERCIO,EXCEP.VEHÍCULOS MOTOR"
2019,2477.92,ARGENTINA,58 EDICIÓN
2019,55988.79,ARGENTINA,"64 SERVICIOS FINANCIEROS,EXCEP.SEGUROS Y FONDOS PENSION"
2019,6.45,ARGENTINA,70 ACTV. SEDES CENTRALES; ACTIV. CONSULTORÍA DE GESTIÓN
2019,1106.1599999999999,ARGENTINA,"74 OTRAS ACTIV. PROFESIONALES, CIENTÍFICAS Y TÉCNICAS"
2019,1000.05,ARGENTINA,"79 ACTIVI. AGENCIAS VIAJE, OPERADOR TURÍST. RESERVAS"
2020,39.07,ARGENTINA,02 SILVICULTURA Y EXPLOTACIÓN FORESTAL
2020,521.34,ARGENTINA,03 PESCA Y ACUICULTURA
2020,2495.81,ARGENTINA,21 FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS
2020,11078.27,ARGENTINA,"46 COMER.MAYOR E INTERME.COMERCIO,EXCEP.VEHÍCULOS MOTOR"
2020,16730.579999999998,ARGENTINA,"47 COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOTOR"
2020,5171.89,ARGENTINA,"62 PROGRAMACIÓN,CONSULTORÍA,OTRAS ACTIVIDADES RELAC."
2020,59847.95,ARGENTINA,"64 SERVICIOS FINANCIEROS,EXCEP.SEGUROS Y FONDOS PENSION"
2020,0,ARGENTINA,"65 SEGUROS,REASEGURO.FONDOS PENSION, EXCEPTO S.SOCIAL"
2020,4167.18,ARGENTINA,66 ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS
2020,2634.79,ARGENTINA,70 ACTV. SEDES CENTRALES; ACTIV. CONSULTORÍA DE GESTIÓN
2020,220.67,ARGENTINA,"79 ACTIVI. AGENCIAS VIAJE, OPERADOR TURÍST. RESERVAS"
2020,3055.09,ARGENTINA,86 ACTIVIDADES SANITARIAS
