Country Name,Country Code,Indicator Name,Indicator Code,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Aruba,ABW,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,7.30769230769231,8.20390282755874,2.54714390872286,1.18578817164948,7.04687397800629,1.99198585247487,1.23804210577066,7.61658819396467,-2.97125672435799,-3.2736464106481,1.97554726158631,7.91156346581525,1.21434934877203,1.05060752796375,1.80022597148812,-0.090708046322277,-10.5197485358487,-3.68502938723299,3.44605475040258,-1.36986301369863,4.19823232323233,0.299999999999983,5.70000087589398,2.09999958566985,1.9999991044233,,,
Afganistán,AFG,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,8.83227780370235,1.41411798021913,11.2297148388594,5.35740324754596,13.8263195390595,3.92498382284528,21.390528405312,14.3624414596815,0.426354792856571,12.7522870825789,5.60074466131869,2.72454336495092,1.45131465457983,2.26031420454613,2.64700320230295,1.18922812897529,3.91160341860697,
Angola,AGO,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,-23.9834174420578,1.33936343647991,15.0000000288634,13.5443697551026,7.27427735460373,4.69114645093552,2.18148971840458,3.05462423430785,4.2059985561951,13.6656865230232,2.98985001039553,10.9528617687103,15.0289153175302,11.5476831781633,14.0100182426328,11.1661383303614,0.858712615098284,4.40393254343761,3.47197634454024,8.54218764265372,4.95454464636187,4.82262756838996,0.943571561325001,-2.58004964404932,-0.147212941085755,-2.00362972730201,-0.624644317706895,
Albania,ALB,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,9.55941169434753,8.30286659112861,13.3223333200803,9.09999944360231,-10.9199840851035,8.83008770869769,12.8898967331889,6.95003613422918,8.29007002725658,4.53996064044722,5.5300507779332,5.5099986931984,5.52991480926491,5.90008395738064,5.97998203625438,7.49996956029166,3.35006652793865,3.70689230100683,2.54532184477017,1.41752599216287,1.00198715014967,1.77448678495493,2.21875223166761,3.31480475341897,3.80219748796804,4.07130129479023,2.24007026773023,
Andorra,AND,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,-1.0314840109577,2.38318769098808,2.75749918732981,4.64974014875021,9.06767219910549,3.19479029605816,4.09908083663429,3.52836129711103,8.11935772169949,4.54636221364653,8.69420371612468,8.13567633837351,5.39779598500422,4.80868869916921,1.55318814103222,-5.55918636850581,-5.30284654348291,-1.97495799965345,-0.008069753411391,-4.97444371853503,-3.54759651549344,2.50446552114518,1.43414039522716,3.70967806978986,0.346071889630295,1.58876549046354,1.84923825726078,
El mundo árabe,ARB,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,3.26751375016134,3.20391427293181,2.74895509602079,4.59226366170391,4.22498796075992,5.26579866445371,1.80087350884244,5.4962281715305,1.56374005035447,0.569966522853107,5.31867259443688,9.37392514926209,5.74740235099129,6.5016907352081,4.52380590341603,5.81119882299141,0.419973251232648,4.66819385762381,3.74890053612889,6.66222245295427,3.28727116878164,2.50507647688949,3.2433121101017,3.50712766784567,0.820846516639293,2.07946900622326,1.48763301718742,
Emiratos Árabes Unidos,ARE,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,1.26119095149724,6.89614855052668,6.68788646362944,5.79840406132159,8.1903986407705,0.291994348685435,2.90221364464598,10.8527042125986,1.3990850303263,2.43345681036156,8.80054081486432,9.56643663716162,4.85514119630905,9.83731977348489,3.1843901736724,3.19183627610384,-5.2429219066759,1.60280996068229,6.93027162943835,4.4846260849087,5.05334582526655,4.2843036857948,5.10593698394698,3.06096430837654,2.37353670828251,1.18985564163665,1.67772037080395,
Argentina,ARG,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,8.20697907221228,5.83620070368526,-2.84520961057079,5.52668982715234,8.1110467707457,3.85017885156228,-3.38545704063269,-0.78899893905691,-4.40883968258557,-10.8944848285903,8.83704079576924,9.02957330068152,8.85165992013437,8.04715150043027,9.00765087504757,4.05723310346406,-5.91852507634947,10.1253981561002,6.00395169280579,-1.0264204544321,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297245272,-2.56535187644216,-2.08801486381233,
Armenia,ARM,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,-8.7999987932935,5.40000277917656,6.89999841973659,5.86540074943565,3.32107970046953,7.29999998770998,3.30000000058166,5.90000000312092,9.59999999927597,13.1999999979356,14.0000000015501,10.4999999988202,13.8999999991133,13.1999999994661,13.7000000015467,6.90000000042959,-14.1000000006998,2.2000000002151,4.69999999867412,7.20000000096486,3.3,3.60000000058993,3.19999999896625,0.199999999825991,7.50000000164144,5.19999999965324,7.59999999853918,
Samoa Americana,ASM,Crecimiento del PIB (% anual),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,0.814111261872455,0.538358008075377,-0.401606425702823,-4.16666666666666,1.96353436185133,-2.61348005502063,-4.23728813559322,0.442477876106182,0.293685756240819,-4.39238653001463,-2.75650842266462,0.944881889763778,1.40405616224648,-2.76923076923077,-5.85443037974683,2.18487394957982,,
