,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Tipo de cambio,0.8894,0.8027,0.7467,0.7921,0.9135,0.8526,0.9926,1.0611,1.1225,0.9524,0.7945,0.7376,0.8442,0.7575,0.6854,0.7152,0.6985,0.7473,0.7727,0.7577,0.7274,0.8264,0.9207,0.9507,0.8333,0.8717,0.8917,0.8185
